ta_number,title,drug_name,published_date,recommendation,guidance_url,pdf_url
318,Lubiprostone for treating chronic idiopathic constipation,lubiprostone,23 July 2014,,https://www.nice.org.uk/guidance/ta318,https://www.nice.org.uk/guidance/ta318/resources/ta318.pdf
319,Ipilimumab for previously untreated advanced (unresectable or metastatic) melanoma,ipilimumab,23 July 2014,,https://www.nice.org.uk/guidance/ta319,https://www.nice.org.uk/guidance/ta319/resources/ipilimumab-for-previously-untreated-advanced-unresectable-or-metastatic-melanoma-pdf-82602434841541
320,Dimethyl fumarate for treating relapsing‑remitting multiple sclerosis,dimethyl fumarate,27 August 2014,,https://www.nice.org.uk/guidance/ta320,https://www.nice.org.uk/guidance/ta320/resources/dimethyl-fumarate-for-treating-relapsingremitting-multiple-sclerosis-pdf-82602480191173
321,Dabrafenib for treating unresectable or metastatic BRAF V600 mutation‑positive melanoma,dabrafenib,22 October 2014,,https://www.nice.org.uk/guidance/ta321,https://www.nice.org.uk/guidance/ta321/resources/dabrafenib-for-treating-unresectable-or-metastatic-brafv600-mutationpositive-melanoma-pdf-82602481870789
322,Lenalidomide for treating myelodysplastic syndromes associated with an isolated deletion 5q cytogenetic abnormality,lenalidomide,24 September 2014,,https://www.nice.org.uk/guidance/ta322,https://www.nice.org.uk/guidance/ta322/resources/lenalidomide-for-treating-myelodysplastic-syndromes-associated-with-an-isolated-deletion-5q-cytogenetic-abnormality-pdf-82602483550405
323,Erythropoiesis‑stimulating agents (epoetin and darbepoetin) for treating anaemia in people with cancer having chemotherapy,erythropoiesis‑stimulating agents (epoetin,26 November 2014,,https://www.nice.org.uk/guidance/ta323,https://www.nice.org.uk/guidance/ta323/resources/erythropoiesisstimulating-agents-epoetin-and-darbepoetin-for-treating-anaemia-in-people-with-cancer-having-chemotherapy-pdf-82602485230021
324,Dual‑chamber pacemakers for symptomatic bradycardia due to sick sinus syndrome without atrioventricular block,dual‑chamber pacemakers,26 November 2014,,https://www.nice.org.uk/guidance/ta324,https://www.nice.org.uk/guidance/ta324/resources/dualchamber-pacemakers-for-symptomatic-bradycardia-due-to-sick-sinus-syndrome-without-atrioventricular-block-pdf-82602486909637
325,Nalmefene for reducing alcohol consumption in people with alcohol dependence,nalmefene,26 November 2014,,https://www.nice.org.uk/guidance/ta325,https://www.nice.org.uk/guidance/ta325/resources/nalmefene-for-reducing-alcohol-consumption-in-people-with-alcohol-dependence-pdf-82602488589253
326,Imatinib for the adjuvant treatment of gastrointestinal stromal tumours,imatinib,26 November 2014,,https://www.nice.org.uk/guidance/ta326,https://www.nice.org.uk/guidance/ta326/resources/imatinib-for-the-adjuvant-treatment-of-gastrointestinal-stromal-tumours-pdf-82602490268869
327,Dabigatran etexilate for the treatment and secondary prevention of deep vein thrombosis and/or pulmonary embolism,dabigatran etexilate,17 December 2014,,https://www.nice.org.uk/guidance/ta327,https://www.nice.org.uk/guidance/ta327/resources/dabigatran-etexilate-for-the-treatment-and-secondary-prevention-of-deep-vein-thrombosis-andor-pulmonary-embolism-pdf-82602491948485
328,Idelalisib for treating follicular lymphoma that is refractory to 2 prior treatments (terminated appraisal),idelalisib,17 December 2014,,https://www.nice.org.uk/guidance/ta328,https://www.nice.org.uk/guidance/ta328/resources/ta328.pdf
329,"Infliximab, adalimumab and golimumab for treating moderately to severely active ulcerative colitis after the failure of conventional therapy","infliximab, adalimumab",25 February 2015,,https://www.nice.org.uk/guidance/ta329,https://www.nice.org.uk/guidance/ta329/resources/infliximab-adalimumab-and-golimumab-for-treating-moderately-to-severely-active-ulcerative-colitis-after-the-failure-of-conventional-therapy-pdf-82602495307717
330,Sofosbuvir for treating chronic hepatitis C,sofosbuvir,25 February 2015,,https://www.nice.org.uk/guidance/ta330,https://www.nice.org.uk/guidance/ta330/resources/sofosbuvir-for-treating-chronic-hepatitisc-pdf-82602540657349
331,Simeprevir in combination with peginterferon alfa and ribavirin for treating genotypes 1 and 4 chronic hepatitis C,simeprevir in combination with peginterferon alfa,25 February 2015,,https://www.nice.org.uk/guidance/ta331,https://www.nice.org.uk/guidance/ta331/resources/ta331.pdf
332,Sipuleucel-T for treating asymptomatic or minimally symptomatic metastatic hormone-relapsed prostate cancer,sipuleucel-t,23 February 2015,,https://www.nice.org.uk/guidance/ta332,https://www.nice.org.uk/guidance/ta332/resources/ta332.pdf
333,Axitinib for treating advanced renal cell carcinoma after failure of prior systemic treatment,axitinib,25 February 2015,,https://www.nice.org.uk/guidance/ta333,https://www.nice.org.uk/guidance/ta333/resources/axitinib-for-treating-advanced-renal-cell-carcinoma-after-failure-of-prior-systemic-treatment-pdf-82602545696197
334,Regorafenib for metastatic colorectal cancer after treatment for metastatic disease (terminated appraisal),regorafenib,25 February 2015,,https://www.nice.org.uk/guidance/ta334,https://www.nice.org.uk/guidance/ta334/resources/regorafenib-for-metastatic-colorectal-cancer-after-treatment-for-metastatic-disease-terminated-appraisal-pdf-82602547375813
335,Rivaroxaban for preventing adverse outcomes after acute management of acute coronary syndrome,rivaroxaban,25 March 2015,,https://www.nice.org.uk/guidance/ta335,https://www.nice.org.uk/guidance/ta335/resources/rivaroxaban-for-preventing-adverse-outcomes-after-acute-management-of-acute-coronary-syndrome-pdf-82602549055429
336,Empagliflozin in combination therapy for treating type 2 diabetes,empagliflozin in combination therapy,25 March 2015,,https://www.nice.org.uk/guidance/ta336,https://www.nice.org.uk/guidance/ta336/resources/empagliflozin-in-combination-therapy-for-treating-type2diabetes-pdf-82602550735045
337,Rifaximin for preventing episodes of overt hepatic encephalopathy,rifaximin,25 March 2015,,https://www.nice.org.uk/guidance/ta337,https://www.nice.org.uk/guidance/ta337/resources/rifaximin-for-preventing-episodes-of-overt-hepatic-encephalopathy-pdf-82602552414661
338,Pomalidomide for relapsed and refractory multiple myeloma previously treated with lenalidomide and bortezomib,pomalidomide,25 March 2015,,https://www.nice.org.uk/guidance/ta338,https://www.nice.org.uk/guidance/ta338/resources/ta338.pdf
339,Omalizumab for previously treated chronic spontaneous urticaria,omalizumab,08 June 2015,,https://www.nice.org.uk/guidance/ta339,https://www.nice.org.uk/guidance/ta339/resources/omalizumab-for-previously-treated-chronic-spontaneous-urticaria-pdf-82602555773893
340,Ustekinumab for treating active psoriatic arthritis,ustekinumab,04 June 2015,,https://www.nice.org.uk/guidance/ta340,https://www.nice.org.uk/guidance/ta340/resources/ustekinumab-for-treating-active-psoriatic-arthritis-pdf-82602601123525
341,Apixaban for the treatment and secondary prevention of deep vein thrombosis and/or pulmonary embolism,apixaban,04 June 2015,,https://www.nice.org.uk/guidance/ta341,https://www.nice.org.uk/guidance/ta341/resources/apixaban-for-the-treatment-and-secondary-prevention-of-deep-vein-thrombosis-andor-pulmonary-embolism-pdf-82602602803141
342,Vedolizumab for treating moderately to severely active ulcerative colitis,vedolizumab,05 June 2015,,https://www.nice.org.uk/guidance/ta342,https://www.nice.org.uk/guidance/ta342/resources/vedolizumab-for-treating-moderately-to-severely-active-ulcerative-colitis-pdf-82602604482757
343,Obinutuzumab in combination with chlorambucil for untreated chronic lymphocytic leukaemia,obinutuzumab in combination with chlorambucil,02 June 2015,,https://www.nice.org.uk/guidance/ta343,https://www.nice.org.uk/guidance/ta343/resources/obinutuzumab-in-combination-with-chlorambucil-for-untreated-chronic-lymphocytic-leukaemia-pdf-82602606162373
344,Ofatumumab in combination with chlorambucil or bendamustine for untreated chronic lymphocytic leukaemia,ofatumumab in combination with chlorambucil or bendamustine,02 June 2015,,https://www.nice.org.uk/guidance/ta344,https://www.nice.org.uk/guidance/ta344/resources/ta344.pdf
345,Naloxegol for treating opioid‑induced constipation,naloxegol,22 July 2015,,https://www.nice.org.uk/guidance/ta345,https://www.nice.org.uk/guidance/ta345/resources/naloxegol-for-treating-opioidinduced-constipation-pdf-82602609521605
346,Aflibercept for treating diabetic macular oedema,aflibercept,22 July 2015,,https://www.nice.org.uk/guidance/ta346,https://www.nice.org.uk/guidance/ta346/resources/aflibercept-for-treating-diabetic-macular-oedema-pdf-82602611201221
347,"Nintedanib for previously treated locally advanced, metastatic, or locally recurrent non‑small‑cell lung cancer",nintedanib,22 July 2015,,https://www.nice.org.uk/guidance/ta347,https://www.nice.org.uk/guidance/ta347/resources/nintedanib-for-previously-treated-locally-advanced-metastatic-or-locally-recurrent-nonsmallcell-lung-cancer-pdf-82602612880837
348,Everolimus for preventing organ rejection in liver transplantation,everolimus,22 July 2015,,https://www.nice.org.uk/guidance/ta348,https://www.nice.org.uk/guidance/ta348/resources/everolimus-for-preventing-organ-rejection-in-liver-transplantation-pdf-82602614560453
349,Dexamethasone intravitreal implant for treating diabetic macular oedema,dexamethasone intravitreal implant,22 July 2015,,https://www.nice.org.uk/guidance/ta349,https://www.nice.org.uk/guidance/ta349/resources/ta349.pdf
350,Secukinumab for treating moderate to severe plaque psoriasis,secukinumab,22 July 2015,,https://www.nice.org.uk/guidance/ta350,https://www.nice.org.uk/guidance/ta350/resources/secukinumab-for-treating-moderate-to-severe-plaque-psoriasis-pdf-82602661589701
351,Cangrelor for reducing atherothrombotic events in people undergoing percutaneous coronary intervention or awaiting surgery requiring interruption of anti‑platelet therapy (terminated appraisal),cangrelor,22 July 2015,,https://www.nice.org.uk/guidance/ta351,https://www.nice.org.uk/guidance/ta351/resources/cangrelor-for-reducing-atherothrombotic-events-in-people-undergoing-percutaneous-coronary-intervention-or-awaiting-surgery-requiring-interruption-of-antiplatelet-therapy-terminated-appraisal-pdf-82602663269317
352,Vedolizumab for treating moderately to severely active Crohn's disease after prior therapy,vedolizumab,26 August 2015,,https://www.nice.org.uk/guidance/ta352,https://www.nice.org.uk/guidance/ta352/resources/vedolizumab-for-treating-moderately-to-severely-active-crohns-disease-after-prior-therapy-pdf-82602664948933
353,"Bevacizumab for treating relapsed, platinum‑resistant epithelial ovarian, fallopian tube or primary peritoneal cancer (terminated appraisal)",bevacizumab,26 August 2015,,https://www.nice.org.uk/guidance/ta353,https://www.nice.org.uk/guidance/ta353/resources/bevacizumab-for-treating-relapsed-platinumresistant-epithelial-ovarian-fallopian-tube-or-primary-peritoneal-cancer-terminated-appraisal-pdf-82602666628549
354,Edoxaban for treating and for preventing deep vein thrombosis and pulmonary embolism,edoxaban,26 August 2015,,https://www.nice.org.uk/guidance/ta354,https://www.nice.org.uk/guidance/ta354/resources/edoxaban-for-treating-and-for-preventing-deep-vein-thrombosis-and-pulmonary-embolism-pdf-82602668308165
355,Edoxaban for preventing stroke and systemic embolism in people with non-valvular atrial fibrillation,edoxaban,23 September 2015,,https://www.nice.org.uk/guidance/ta355,https://www.nice.org.uk/guidance/ta355/resources/edoxaban-for-preventing-stroke-and-systemic-embolism-in-people-with-nonvalvular-atrial-fibrillation-pdf-82602669987781
356,Ruxolitinib for treating polycythaemia vera (terminated appraisal),ruxolitinib,23 September 2015,,https://www.nice.org.uk/guidance/ta356,https://www.nice.org.uk/guidance/ta356/resources/ta356.pdf
357,Pembrolizumab for treating advanced melanoma after disease progression with ipilimumab,pembrolizumab,07 October 2015,,https://www.nice.org.uk/guidance/ta357,https://www.nice.org.uk/guidance/ta357/resources/pembrolizumab-for-treating-advanced-melanoma-after-disease-progression-with-ipilimumab-pdf-82602673347013
358,Tolvaptan for treating autosomal dominant polycystic kidney disease,tolvaptan,28 October 2015,,https://www.nice.org.uk/guidance/ta358,https://www.nice.org.uk/guidance/ta358/resources/tolvaptan-for-treating-autosomal-dominant-polycystic-kidney-disease-pdf-82602675026629
359,Idelalisib for treating chronic lymphocytic leukaemia,idelalisib,28 October 2015,,https://www.nice.org.uk/guidance/ta359,https://www.nice.org.uk/guidance/ta359/resources/idelalisib-for-treating-chronic-lymphocytic-leukaemia-pdf-82602676706245
360,Paclitaxel as albumin-bound nanoparticles in combination with gemcitabine for previously untreated metastatic pancreatic cancer,paclitaxel as albumin-bound nanoparticles in combination with gemcitabine,28 October 2015,,https://www.nice.org.uk/guidance/ta360,https://www.nice.org.uk/guidance/ta360/resources/ta360.pdf
361,Simeprevir in combination with sofosbuvir for treating genotype 1 or 4 chronic hepatitis C (terminated appraisal),simeprevir in combination with sofosbuvir,28 October 2015,,https://www.nice.org.uk/guidance/ta361,https://www.nice.org.uk/guidance/ta361/resources/ta361.pdf
362,Paclitaxel as albumin-bound nanoparticles with carboplatin for untreated non-small-cell lung cancer (terminated appraisal),paclitaxel as albumin-bound nanoparticles with carboplatin,28 October 2015,,https://www.nice.org.uk/guidance/ta362,https://www.nice.org.uk/guidance/ta362/resources/paclitaxel-as-albuminbound-nanoparticles-with-carboplatin-for-untreated-nonsmallcell-lung-cancer-terminated-appraisal-pdf-82602725415109
363,Ledipasvir–sofosbuvir for treating chronic hepatitis C,ledipasvir–sofosbuvir,25 November 2015,,https://www.nice.org.uk/guidance/ta363,https://www.nice.org.uk/guidance/ta363/resources/ledipasvirsofosbuvir-for-treating-chronic-hepatitis-c-pdf-82602727094725
364,Daclatasvir for treating chronic hepatitis C,daclatasvir,25 November 2015,,https://www.nice.org.uk/guidance/ta364,https://www.nice.org.uk/guidance/ta364/resources/ta364.pdf
365,Ombitasvir–paritaprevir–ritonavir with or without dasabuvir for treating chronic hepatitis C,ombitasvir–paritaprevir–ritonavir with or without dasabuvir,25 November 2015,,https://www.nice.org.uk/guidance/ta365,https://www.nice.org.uk/guidance/ta365/resources/ombitasvirparitaprevirritonavir-with-or-without-dasabuvir-for-treating-chronic-hepatitis-c-pdf-82602730453957
366,Pembrolizumab for advanced melanoma not previously treated with ipilimumab,pembrolizumab,25 November 2015,,https://www.nice.org.uk/guidance/ta366,https://www.nice.org.uk/guidance/ta366/resources/pembrolizumab-for-advanced-melanoma-not-previously-treated-with-ipilimumab-pdf-82602732133573
367,Vortioxetine for treating major depressive episodes,vortioxetine,25 November 2015,,https://www.nice.org.uk/guidance/ta367,https://www.nice.org.uk/guidance/ta367/resources/vortioxetine-for-treating-major-depressive-episodes-pdf-82602733813189
368,Apremilast for treating moderate to severe plaque psoriasis,apremilast,25 November 2015,,https://www.nice.org.uk/guidance/ta368,https://www.nice.org.uk/guidance/ta368/resources/ta368.pdf
369,Ciclosporin for treating dry eye disease that has not improved despite treatment with artificial tears,ciclosporin,16 December 2015,,https://www.nice.org.uk/guidance/ta369,https://www.nice.org.uk/guidance/ta369/resources/ciclosporin-for-treating-dry-eye-disease-that-has-not-improved-despite-treatment-with-artificial-tears-pdf-82602737172421
